UE_ID,sat_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz
UE_001,LEO,827.8,12.581,8.781,-82.909,0.000193,1006.333,14.519,0.6,1277.4,2.76,0.0,0.0,65.73,3.1
UE_002,LEO,924.8,2.943,0.543,-88.228,0.00171,355.239,10.166,8.0,3668.6,3.08,21.0,7.03,36.9,1.09
UE_003,LEO,1183.1,8.821,2.321,-84.99,0.00101,466.833,12.887,8.0,-4094.1,3.94,0.0,0.0,43.12,1.44
UE_004,LEO,1605.1,5.915,0.515,-88.043,0.00114,353.617,10.7,11.0,4359.5,5.35,0.0,0.0,36.8,1.09
UE_005,LEO,1842.6,5.568,1.868,-86.416,0.00141,436.579,22.284,10.0,3166.8,6.14,0.0,0.0,41.54,1.34
UE_006,LEO,1600.3,-13.628,-16.128,-96.714,0.099,11.299,13.668,58.0,4582.2,5.33,28.0,22.06,0.0,0.03
UE_007,LEO,1195.4,8.162,5.762,-85.219,0.000159,732.394,12.969,1.2,3238.2,3.98,0.0,0.0,55.17,2.25
UE_008,LEO,930.4,10.836,3.836,-84.382,0.00159,576.394,11.203,5.0,-4006.7,3.1,0.0,0.0,48.43,1.77
UE_009,LEO,814.1,10.409,6.809,-84.896,0.00011,823.87,5.427,1.4,1199.6,2.71,0.0,0.0,58.83,2.53
UE_010,LEO,838.2,9.887,4.387,-85.256,0.0013,619.262,5.588,13.0,2423.9,2.79,0.0,0.0,50.36,1.91
UE_011,LEO,939.1,9.872,4.372,-84.364,0.00124,618.084,10.261,11.0,-1646.7,3.13,0.0,0.0,50.3,1.9
UE_012,LEO,1194.6,-0.106,-5.006,-90.853,0.056,128.676,21.964,38.0,1729.8,3.98,17.0,8.07,17.48,0.4
UE_013,LEO,1591.6,6.256,1.456,-87.672,0.0016,410.129,20.611,13.0,4355.1,5.31,0.0,0.0,40.09,1.26
UE_014,LEO,1808.1,5.454,0.354,-86.373,0.00147,344.513,22.054,9.0,2909.3,6.03,0.0,0.0,36.24,1.06
UE_015,LEO,1607.9,8.106,4.406,-86.247,0.0015,620.781,18.719,10.0,-4584.8,5.36,0.0,0.0,50.42,1.91
UE_016,LEO,1228.1,9.608,3.408,-85.196,0.00144,544.17,12.187,13.0,2620.2,4.09,0.0,0.0,46.93,1.67
UE_017,LEO,944.2,10.136,4.336,-85.032,0.00121,615.173,6.295,5.0,-3648.8,3.15,0.0,0.0,50.17,1.89
UE_018,LEO,831.9,10.444,3.444,-85.678,0.00119,546.829,16.546,11.0,3740.2,2.77,0.0,0.0,47.05,1.68
UE_019,LEO,818.7,9.759,5.859,-85.121,0.00014,740.7,10.458,2.1,3688.0,2.73,8.0,2.31,55.51,2.28
UE_000,LEO,827.8,4.754,-2.046,-88.223,0.032,227.455,5.519,36.0,2499.1,2.76,22.0,6.43,27.84,0.7
UE_001,LEO,842.6,12.248,9.348,-84.776,0.000186,1060.8,7.617,0.5,-264.1,2.81,0.0,0.0,67.72,3.26
UE_002,LEO,971.4,1.653,-3.447,-89.274,0.013,174.906,17.476,39.0,-3010.4,3.24,21.0,7.49,22.93,0.54
UE_003,LEO,1246.5,9.224,3.824,-86.288,0.00108,575.499,19.31,9.0,4473.0,4.16,0.0,0.0,48.39,1.77
UE_004,LEO,1608.8,7.604,3.204,-85.298,0.00174,529.133,16.725,13.0,-4161.8,5.36,0.0,0.0,46.21,1.63
UE_005,LEO,1773.5,7.843,2.343,-87.078,0.00189,468.356,11.823,14.0,3717.6,5.91,0.0,0.0,43.2,1.44
UE_006,LEO,1561.8,-12.341,-15.341,-95.47,0.053,13.512,10.412,56.0,2865.3,5.21,28.0,20.99,0.0,0.04
UE_007,LEO,1204.1,7.52,4.22,-85.94,0.00103,606.1,8.027,9.0,-2544.4,4.01,0.0,0.0,49.77,1.86
UE_008,LEO,920.0,10.714,3.714,-84.643,0.00105,567.134,6.133,10.0,-3867.8,3.07,0.0,0.0,48.0,1.75
UE_009,LEO,810.9,10.139,6.939,-84.53,0.000125,835.586,5.406,0.3,-3328.3,2.7,0.0,0.0,59.29,2.57
UE_010,LEO,830.4,10.658,5.858,-85.571,0.000188,740.623,8.536,2.2,2909.6,2.77,0.0,0.0,55.5,2.28
UE_011,LEO,948.6,10.604,4.504,-83.998,0.00152,628.524,18.324,7.0,-3592.9,3.16,0.0,0.0,50.76,1.93
UE_012,LEO,1266.6,-1.188,-6.588,-91.394,0.017,93.003,13.444,41.0,4069.3,4.22,17.0,8.82,11.94,0.29
UE_013,LEO,1694.3,8.257,2.957,-86.072,0.00176,511.262,13.295,12.0,-163.9,5.65,0.0,0.0,45.35,1.57
UE_014,LEO,1868.0,5.605,0.105,-87.697,0.0017,330.722,13.453,13.0,1065.8,6.23,0.0,0.0,35.37,1.02
UE_015,LEO,1585.0,8.576,6.476,-86.712,0.000102,794.354,10.567,0.5,-1896.4,5.28,0.0,0.0,57.67,2.44
UE_016,LEO,1153.5,9.169,3.769,-85.516,0.00156,571.265,13.69,9.0,-534.4,3.84,0.0,0.0,48.19,1.76
UE_017,LEO,937.5,10.184,4.984,-84.008,0.00173,667.339,16.25,13.0,-1709.4,3.13,0.0,0.0,52.44,2.05
UE_018,LEO,808.5,12.562,7.362,-84.119,0.000173,873.836,5.39,2.4,3000.7,2.69,0.0,0.0,60.77,2.69
UE_019,LEO,820.1,10.141,7.541,-85.129,0.000154,890.247,5.467,1.4,-3545.2,2.73,8.0,2.31,61.39,2.74
UE_000,LEO,813.2,6.126,0.726,-87.937,0.00137,365.822,11.421,14.0,-1137.6,2.71,22.0,6.29,37.54,1.13
UE_001,LEO,848.9,10.392,7.392,-85.104,0.000146,876.592,16.66,0.1,2783.8,2.83,0.0,0.0,60.87,2.7
UE_002,LEO,968.7,4.098,0.198,-88.351,0.00105,335.83,16.458,8.0,3694.8,3.23,21.0,7.46,35.69,1.03
UE_003,LEO,1233.1,8.485,2.085,-84.957,0.00186,450.937,17.221,12.0,3742.3,4.11,0.0,0.0,42.3,1.39
UE_004,LEO,1639.6,5.713,0.513,-87.644,0.00174,353.483,12.931,8.0,489.3,5.47,0.0,0.0,36.79,1.09
UE_005,LEO,1879.1,7.978,3.678,-85.511,0.00162,564.413,18.528,5.0,1698.6,6.26,0.0,0.0,47.87,1.74
UE_006,LEO,1492.8,-10.558,-13.358,-94.579,0.057,21.156,19.952,56.0,-4399.1,4.98,28.0,19.23,0.0,0.07
UE_007,LEO,1141.2,9.832,7.132,-85.784,0.000137,852.938,20.608,1.3,-4241.3,3.8,0.0,0.0,59.96,2.62
UE_008,LEO,912.1,9.075,3.575,-85.163,0.00196,556.603,6.08,9.0,3963.1,3.04,0.0,0.0,47.51,1.71
UE_009,LEO,806.8,10.679,8.479,-83.861,0.000107,977.606,5.378,1.8,3647.6,2.69,0.0,0.0,64.67,3.01
UE_010,LEO,830.6,10.955,6.555,-83.822,0.000143,801.373,10.538,0.9,-3724.4,2.77,0.0,0.0,57.94,2.47
UE_011,LEO,991.6,9.108,3.708,-85.646,0.00169,566.629,6.611,9.0,-3668.5,3.31,0.0,0.0,47.98,1.74
UE_012,LEO,1282.7,0.067,-5.233,-89.967,0.072,122.908,8.551,50.0,781.8,4.28,17.0,9.0,16.68,0.38
UE_013,LEO,1665.6,8.138,3.238,-85.731,0.00185,531.616,11.104,9.0,-894.7,5.55,0.0,0.0,46.33,1.64
UE_014,LEO,1780.9,6.824,0.224,-86.288,0.00103,337.253,15.872,7.0,1614.2,5.94,0.0,0.0,35.78,1.04
UE_015,LEO,1577.5,8.599,5.299,-84.901,0.000119,693.367,10.517,2.1,4659.1,5.26,0.0,0.0,53.55,2.13
UE_016,LEO,1136.6,8.956,2.556,-85.322,0.00162,482.989,12.577,9.0,1564.6,3.79,0.0,0.0,43.95,1.49
UE_017,LEO,893.6,9.219,3.519,-85.69,0.0017,552.435,11.958,9.0,3339.2,2.98,0.0,0.0,47.32,1.7
UE_018,LEO,813.0,11.419,6.119,-83.59,0.000197,763.187,17.42,0.6,-320.8,2.71,0.0,0.0,56.42,2.35
UE_019,LEO,846.2,7.716,4.316,-87.042,0.00198,613.643,7.641,5.0,-2866.0,2.82,8.0,2.4,50.11,1.89
UE_000,LEO,805.3,3.876,-3.124,-87.862,0.069,186.042,9.368,39.0,1484.8,2.68,22.0,6.22,24.06,0.57
UE_001,LEO,854.4,11.645,8.345,-83.878,0.000199,964.996,18.696,2.3,-664.0,2.85,0.0,0.0,64.21,2.97
UE_002,LEO,964.2,3.374,-1.826,-87.613,0.047,236.737,17.428,40.0,-3717.5,3.21,21.0,7.42,28.61,0.73
UE_003,LEO,1255.4,7.085,1.185,-85.858,0.00196,393.309,19.369,13.0,3112.7,4.18,0.0,0.0,39.15,1.21
UE_004,LEO,1645.7,7.495,2.395,-85.953,0.001,471.864,10.972,8.0,-4648.1,5.49,0.0,0.0,43.38,1.45
UE_005,LEO,1756.7,6.487,2.887,-86.556,0.00142,506.3,22.712,6.0,-4483.0,5.86,0.0,0.0,45.11,1.56
UE_006,LEO,1510.3,-10.846,-13.846,-95.323,0.035,18.952,19.069,33.0,80.9,5.03,28.0,19.66,0.0,0.06
UE_007,LEO,1110.0,9.698,6.298,-85.651,0.000174,778.731,11.4,1.0,-3895.4,3.7,0.0,0.0,57.04,2.4
UE_008,LEO,890.2,10.346,4.246,-85.027,0.00113,608.157,7.935,11.0,2873.0,2.97,0.0,0.0,49.86,1.87
UE_009,LEO,808.7,10.36,7.06,-84.82,0.000107,846.414,12.392,0.2,-2964.4,2.7,0.0,0.0,59.71,2.6
UE_010,LEO,837.5,12.194,8.394,-84.603,0.000176,969.596,5.583,0.4,3230.2,2.79,0.0,0.0,64.38,2.98
UE_011,LEO,980.2,9.084,3.284,-85.158,0.00134,534.998,15.535,7.0,3746.2,3.27,0.0,0.0,46.49,1.65
UE_012,LEO,1302.6,-0.241,-5.141,-90.82,0.083,125.225,8.684,35.0,4188.2,4.34,17.0,9.22,17.01,0.39
UE_013,LEO,1671.2,6.422,1.222,-86.589,0.00173,395.561,16.141,13.0,4062.3,5.57,0.0,0.0,39.28,1.22
UE_014,LEO,1813.8,6.14,-0.66,-86.53,0.068,290.715,25.092,33.0,-247.4,6.05,0.0,0.0,32.69,0.89
UE_015,LEO,1495.6,6.963,4.263,-86.219,0.00105,609.431,16.97,5.0,-1119.3,4.99,0.0,0.0,49.92,1.88
UE_016,LEO,1153.5,8.968,3.468,-84.916,0.00155,548.659,13.69,14.0,-3906.9,3.85,0.0,0.0,47.14,1.69
UE_017,LEO,899.3,9.274,3.974,-86.363,0.00162,586.966,14.995,11.0,-3388.0,3.0,0.0,0.0,48.91,1.81
UE_018,LEO,805.3,10.592,3.692,-84.304,0.00139,565.454,19.369,10.0,-2755.4,2.68,0.0,0.0,47.92,1.74
UE_019,LEO,845.6,8.123,4.223,-86.338,0.00193,606.351,13.637,7.0,-2177.1,2.82,8.0,2.4,49.78,1.87
UE_000,LEO,803.4,5.61,-1.19,-88.095,0.092,265.158,16.356,36.0,1423.5,2.68,22.0,6.2,30.84,0.82
UE_001,LEO,857.2,11.621,9.221,-83.89,0.000146,1048.493,9.714,2.7,-200.6,2.86,0.0,0.0,67.27,3.23
UE_002,LEO,986.3,3.202,-0.998,-89.399,0.056,274.23,6.575,38.0,-648.4,3.29,21.0,7.64,31.51,0.84
UE_003,LEO,1341.7,9.623,4.123,-85.188,0.00178,598.526,8.945,14.0,-4537.6,4.47,0.0,0.0,49.43,1.84
UE_004,LEO,1716.8,8.294,3.294,-85.253,0.00113,535.787,18.446,13.0,4697.1,5.72,0.0,0.0,46.53,1.65
UE_005,LEO,1827.9,6.004,0.604,-86.298,0.00177,358.75,17.186,12.0,2712.9,6.09,0.0,0.0,37.11,1.1
UE_006,LEO,1516.6,-13.523,-16.223,-96.061,0.035,11.057,17.111,37.0,2456.6,5.06,28.0,19.82,0.0,0.03
UE_007,LEO,1105.6,9.022,5.222,-84.889,0.000146,686.928,7.371,1.3,3315.9,3.69,0.0,0.0,53.28,2.11
UE_008,LEO,880.2,11.827,6.227,-84.486,0.000197,772.573,7.868,1.5,-1710.0,2.93,0.0,0.0,56.8,2.38
UE_009,LEO,811.2,11.536,7.636,-84.532,0.000198,898.937,5.408,2.6,-3531.5,2.7,0.0,0.0,61.73,2.77
UE_010,LEO,844.9,10.527,6.827,-84.936,0.000156,825.536,10.633,0.5,-1482.2,2.82,0.0,0.0,58.9,2.54
UE_011,LEO,1005.6,11.016,5.216,-84.592,0.000167,686.481,6.704,2.4,4128.4,3.35,0.0,0.0,53.26,2.11
UE_012,LEO,1330.7,-1.681,-6.981,-91.641,0.107,85.637,8.872,45.0,158.3,4.44,17.0,9.55,10.57,0.26
UE_013,LEO,1718.0,7.191,3.191,-87.404,0.00182,528.235,17.453,5.0,-2630.4,5.73,0.0,0.0,46.17,1.63
UE_014,LEO,1764.1,5.668,0.568,-87.466,0.00126,356.658,17.76,10.0,1220.5,5.88,0.0,0.0,36.99,1.1
UE_015,LEO,1496.3,8.16,5.96,-85.12,0.000128,749.416,16.975,0.3,882.9,4.99,0.0,0.0,55.86,2.31
UE_016,LEO,1104.1,9.43,3.03,-85.985,0.00195,516.512,13.361,13.0,-2481.7,3.68,0.0,0.0,45.6,1.59
UE_017,LEO,873.6,9.482,2.482,-85.859,0.00157,477.87,5.824,9.0,-338.3,2.91,0.0,0.0,43.69,1.47
UE_018,LEO,812.2,10.527,4.127,-85.237,0.00198,598.807,16.415,14.0,2508.0,2.71,0.0,0.0,49.44,1.84
UE_019,LEO,837.8,8.62,4.62,-85.89,0.00148,637.786,6.585,7.0,-3196.7,2.79,8.0,2.37,51.17,1.96
UE_000,LEO,806.2,4.057,-1.843,-87.871,0.018,236.004,5.375,43.0,2096.1,2.69,22.0,6.23,28.55,0.73
UE_001,LEO,839.9,10.272,7.972,-85.764,0.000183,930.094,17.599,2.2,-849.5,2.8,0.0,0.0,62.9,2.86
UE_002,LEO,1031.7,2.042,-2.558,-89.079,0.047,206.954,9.878,41.0,-805.9,3.44,21.0,8.11,26.05,0.64
UE_003,LEO,1333.1,7.358,1.558,-87.221,0.00154,416.586,16.887,10.0,3717.4,4.44,0.0,0.0,40.45,1.28
UE_004,LEO,1700.7,6.639,2.839,-86.781,0.00171,502.858,24.338,7.0,-3849.3,5.67,0.0,0.0,44.94,1.55
UE_005,LEO,1776.0,6.237,1.137,-87.782,0.00185,390.357,11.84,12.0,3768.2,5.92,0.0,0.0,38.98,1.2
UE_006,LEO,1491.2,-11.314,-14.014,-95.057,0.043,18.246,12.941,55.0,-4005.2,4.97,28.0,19.19,0.0,0.06
UE_007,LEO,1098.5,8.661,4.961,-85.57,0.00168,665.421,7.324,14.0,301.3,3.66,0.0,0.0,52.36,2.05
UE_008,LEO,870.9,12.104,5.104,-83.148,0.000145,677.229,5.806,1.9,-3285.3,2.9,0.0,0.0,52.87,2.08
UE_009,LEO,800.4,12.24,8.84,-83.88,0.000156,1011.941,5.336,1.3,-2900.0,2.67,0.0,0.0,65.94,3.11
UE_010,LEO,839.0,9.88,5.78,-85.96,0.000109,733.964,5.593,2.1,3447.4,2.8,0.0,0.0,55.23,2.26
UE_011,LEO,1010.8,8.583,1.883,-85.809,0.00128,437.557,11.739,13.0,4188.9,3.37,0.0,0.0,41.59,1.35
UE_012,LEO,1363.7,-2.207,-7.207,-91.803,0.078,81.664,14.091,58.0,1707.3,4.55,17.0,9.94,9.78,0.25
UE_013,LEO,1701.1,6.938,3.238,-86.131,0.00161,531.625,11.341,8.0,-1760.4,5.67,0.0,0.0,46.33,1.64
UE_014,LEO,1771.7,7.348,0.748,-87.326,0.00173,367.104,21.812,8.0,-329.1,5.91,0.0,0.0,37.62,1.13
UE_015,LEO,1414.4,7.946,5.446,-86.527,0.000189,705.705,15.429,0.3,320.0,4.71,0.0,0.0,54.06,2.17
UE_016,LEO,1064.2,10.456,4.156,-84.272,0.00162,601.095,7.095,13.0,2689.0,3.55,0.0,0.0,49.55,1.85
UE_017,LEO,892.2,9.331,4.031,-85.335,0.00187,591.357,14.948,13.0,1907.1,2.97,0.0,0.0,49.11,1.82
UE_018,LEO,805.6,12.29,7.09,-82.955,0.000141,849.114,14.371,0.8,-3527.5,2.69,0.0,0.0,59.81,2.61
UE_019,LEO,865.3,11.452,8.252,-84.174,0.000151,956.213,18.769,2.7,1630.2,2.88,0.0,0.0,63.88,2.94
UE_000,LEO,822.4,5.854,-1.146,-87.673,0.075,267.214,5.483,42.0,835.8,2.74,22.0,6.38,30.99,0.82
UE_001,LEO,856.2,9.829,6.729,-85.786,0.000169,816.77,18.708,1.8,0.0,2.85,0.0,0.0,58.55,2.51
UE_002,LEO,1050.1,0.234,-4.666,-90.083,0.037,137.756,16.001,33.0,-3719.0,3.5,21.0,8.31,18.67,0.42
UE_003,LEO,1336.2,9.445,3.245,-85.977,0.00144,532.177,18.908,6.0,158.5,4.45,0.0,0.0,46.36,1.64
UE_004,LEO,1682.7,7.989,2.689,-85.605,0.00111,492.28,22.218,9.0,4320.9,5.61,0.0,0.0,44.41,1.51
UE_005,LEO,1724.1,5.675,0.775,-87.063,0.0011,368.688,15.494,6.0,-2831.8,5.75,0.0,0.0,37.71,1.13
UE_006,LEO,1460.6,-9.689,-12.189,-93.944,0.035,27.505,11.737,58.0,-2710.0,4.87,28.0,18.47,0.0,0.08
UE_007,LEO,1091.6,10.299,6.499,-85.85,0.000119,796.405,16.277,0.6,-1188.2,3.64,0.0,0.0,57.75,2.45
UE_008,LEO,877.4,10.65,5.05,-84.575,0.000154,672.784,9.849,1.8,3301.3,2.92,0.0,0.0,52.68,2.07
UE_009,LEO,813.6,12.613,8.613,-83.193,0.00016,990.351,5.424,1.0,3088.8,2.71,0.0,0.0,65.15,3.05
UE_010,LEO,852.3,12.363,8.363,-84.818,0.000179,966.717,14.682,0.2,-2504.2,2.84,0.0,0.0,64.27,2.97
UE_011,LEO,1038.5,10.81,4.61,-85.395,0.0014,636.98,17.923,8.0,4049.3,3.46,0.0,0.0,51.13,1.96
UE_012,LEO,1392.9,-1.583,-5.383,-90.292,0.107,119.224,19.286,54.0,319.1,4.64,17.0,10.31,16.16,0.37
UE_013,LEO,1784.0,6.916,2.916,-87.542,0.00117,508.352,21.893,14.0,-3337.7,5.95,0.0,0.0,45.21,1.56
UE_014,LEO,1803.7,5.565,-0.735,-87.317,0.048,287.012,16.025,40.0,-1222.8,6.01,0.0,0.0,32.43,0.88
UE_015,LEO,1436.2,7.968,4.768,-85.616,0.0015,649.725,15.574,11.0,-1034.4,4.79,0.0,0.0,51.69,2.0
UE_016,LEO,1060.4,8.378,1.978,-86.511,0.0011,443.859,20.069,7.0,-3362.7,3.53,0.0,0.0,41.92,1.37
UE_017,LEO,883.2,9.303,3.403,-84.448,0.00189,543.82,7.888,5.0,2242.1,2.94,0.0,0.0,46.91,1.67
UE_018,LEO,807.9,10.967,4.467,-84.516,0.00107,625.624,10.386,6.0,3138.1,2.69,0.0,0.0,50.64,1.92
UE_019,LEO,874.7,11.873,7.973,-83.363,0.000132,930.182,5.831,1.7,3879.6,2.92,0.0,0.0,62.91,2.86
UE_000,LEO,820.6,5.587,0.287,-88.006,0.00148,340.754,8.471,6.0,-3038.3,2.74,22.0,6.36,36.0,1.05
UE_001,LEO,879.0,9.637,7.037,-85.882,0.000129,844.37,18.86,0.5,3764.7,2.93,0.0,0.0,59.63,2.6
UE_002,LEO,1056.2,0.832,-4.368,-89.984,0.037,146.158,17.041,54.0,4219.7,3.52,21.0,8.37,19.71,0.45
UE_003,LEO,1407.9,8.17,2.17,-86.815,0.0019,456.638,14.386,7.0,-3459.1,4.69,0.0,0.0,42.6,1.41
UE_004,LEO,1743.3,6.423,1.223,-85.989,0.00139,395.649,18.622,8.0,-2900.0,5.81,0.0,0.0,39.28,1.22
UE_005,LEO,1772.8,7.445,3.245,-85.577,0.0011,532.161,11.819,12.0,329.1,5.91,0.0,0.0,46.36,1.64
UE_006,LEO,1389.3,-9.966,-12.266,-94.783,0.071,27.034,9.262,55.0,1028.7,4.63,28.0,16.9,0.0,0.08
UE_007,LEO,1030.0,8.762,4.862,-84.919,0.00141,657.389,6.866,7.0,-147.3,3.43,0.0,0.0,52.02,2.02
UE_008,LEO,859.2,10.104,3.904,-84.048,0.00126,581.56,12.728,10.0,666.6,2.86,0.0,0.0,48.66,1.79
UE_009,LEO,809.3,11.554,7.654,-84.023,0.00014,900.653,10.395,1.3,-2966.1,2.7,0.0,0.0,61.79,2.77
UE_010,LEO,873.3,11.785,6.485,-84.508,0.000139,795.12,7.822,2.8,-3691.0,2.91,0.0,0.0,57.7,2.45
UE_011,LEO,1081.6,9.956,3.456,-84.522,0.00181,547.71,17.211,7.0,-3644.2,3.61,0.0,0.0,47.09,1.69
UE_012,LEO,1417.8,-1.498,-6.698,-90.749,0.076,90.882,15.452,48.0,-954.1,4.73,17.0,10.63,11.56,0.28
UE_013,LEO,1748.7,8.209,4.309,-85.196,0.00197,613.054,25.658,10.0,-2355.9,5.83,0.0,0.0,50.08,1.89
UE_014,LEO,1753.9,6.895,0.495,-86.253,0.00136,352.464,24.693,8.0,-3907.3,5.85,0.0,0.0,36.73,1.08
UE_015,LEO,1384.0,9.459,5.659,-86.27,0.000156,723.69,20.227,1.7,4485.9,4.61,0.0,0.0,54.81,2.23
UE_016,LEO,1054.1,8.915,3.515,-86.142,0.00187,552.163,7.028,9.0,-4234.8,3.51,0.0,0.0,47.3,1.7
UE_017,LEO,855.0,11.14,4.24,-84.33,0.00107,607.626,10.7,7.0,-3804.7,2.85,0.0,0.0,49.84,1.87
UE_018,LEO,819.3,10.16,3.16,-85.12,0.00135,525.941,11.462,13.0,3239.7,2.73,0.0,0.0,46.06,1.62
UE_019,LEO,874.4,10.975,7.575,-84.712,0.000156,893.363,5.829,2.3,3220.2,2.91,0.0,0.0,61.51,2.75
UE_000,LEO,818.0,4.337,-1.763,-88.232,0.013,239.41,16.453,54.0,-3537.7,2.73,22.0,6.34,28.83,0.74
UE_001,LEO,885.9,9.981,7.681,-85.21,0.00017,903.091,14.906,2.5,-2246.5,2.95,0.0,0.0,61.88,2.78
UE_002,LEO,1054.7,0.858,-3.042,-89.071,0.073,188.961,20.031,50.0,519.0,3.52,21.0,8.35,24.35,0.58
UE_003,LEO,1396.2,7.414,1.114,-86.193,0.00118,388.96,16.308,9.0,3236.3,4.65,0.0,0.0,38.9,1.2
UE_004,LEO,1714.0,6.702,2.702,-87.449,0.00186,493.209,18.426,12.0,-3325.4,5.71,0.0,0.0,44.46,1.52
UE_005,LEO,1704.0,7.63,2.33,-85.885,0.00113,467.42,11.36,13.0,3753.7,5.68,0.0,0.0,43.15,1.44
UE_006,LEO,1373.5,-9.178,-13.178,-93.889,0.093,22.028,9.157,34.0,4562.9,4.58,28.0,16.58,0.0,0.07
UE_007,LEO,1007.4,10.205,7.805,-85.598,0.000177,914.553,12.716,0.2,-582.2,3.36,0.0,0.0,62.32,2.81
UE_008,LEO,861.4,10.784,5.184,-85.308,0.000113,683.831,5.743,2.9,-335.2,2.87,0.0,0.0,53.14,2.1
UE_009,LEO,813.9,9.911,6.811,-84.145,0.0001,824.049,19.426,0.9,-3503.7,2.71,0.0,0.0,58.84,2.54
UE_010,LEO,889.0,11.556,7.756,-84.022,0.000167,910.051,8.927,2.2,-3753.5,2.96,0.0,0.0,62.15,2.8
UE_011,LEO,1093.9,9.086,2.786,-86.057,0.0019,499.128,20.293,8.0,-4203.1,3.65,0.0,0.0,44.75,1.54
UE_012,LEO,1447.3,-3.801,-7.501,-91.501,0.011,76.721,20.649,50.0,-2834.5,4.82,17.0,11.03,8.75,0.24
UE_013,LEO,1718.4,5.69,1.09,-86.255,0.00185,387.528,22.456,12.0,2492.7,5.73,0.0,0.0,38.82,1.19
UE_014,LEO,1673.4,8.215,1.415,-84.992,0.00155,407.589,24.156,14.0,327.3,5.58,0.0,0.0,39.95,1.25
UE_015,LEO,1338.5,9.636,6.436,-86.082,0.000114,790.852,8.923,2.2,4458.3,4.46,0.0,0.0,57.53,2.43
UE_016,LEO,1048.2,9.851,4.151,-85.974,0.00113,600.708,11.988,7.0,1242.3,3.49,0.0,0.0,49.53,1.85
UE_017,LEO,867.3,10.435,4.535,-84.383,0.00115,630.997,16.782,11.0,2915.6,2.89,0.0,0.0,50.87,1.94
UE_018,LEO,821.3,10.441,4.941,-85.08,0.0013,663.806,7.476,8.0,3336.0,2.74,0.0,0.0,52.29,2.04
UE_019,LEO,864.6,11.758,8.958,-84.021,0.000126,1023.206,16.764,0.8,3304.5,2.88,0.0,0.0,66.35,3.15
UE_000,LEO,826.0,3.387,-1.813,-89.307,0.061,237.264,14.507,49.0,1634.5,2.75,22.0,6.41,28.65,0.73
UE_001,LEO,900.7,9.763,6.063,-86.118,0.000148,758.302,6.005,2.6,1734.2,3.0,0.0,0.0,56.22,2.33
UE_002,LEO,1069.1,2.316,-2.284,-88.542,0.056,217.747,15.127,44.0,-2393.3,3.56,21.0,8.51,27.01,0.67
UE_003,LEO,1443.0,7.444,1.644,-86.778,0.00114,422.071,9.62,11.0,-1113.3,4.81,0.0,0.0,40.75,1.3
UE_004,LEO,1811.7,7.245,2.445,-87.177,0.00155,475.326,24.078,12.0,576.0,6.04,0.0,0.0,43.56,1.46
UE_005,LEO,1697.1,7.649,2.149,-86.176,0.00153,455.197,17.314,13.0,4611.9,5.66,0.0,0.0,42.52,1.4
UE_006,LEO,1308.0,-6.232,-9.132,-92.316,0.026,54.029,8.72,42.0,1838.8,4.36,28.0,15.29,3.04,0.17
UE_007,LEO,1011.5,10.178,7.778,-85.211,0.00018,912.087,15.743,1.6,219.3,3.37,0.0,0.0,62.22,2.81
UE_008,LEO,859.3,9.702,3.902,-84.949,0.00196,581.474,13.729,14.0,334.6,2.86,0.0,0.0,48.66,1.79
UE_009,LEO,816.3,11.888,8.588,-84.956,0.000188,987.997,12.442,1.9,577.7,2.72,0.0,0.0,65.06,3.04
UE_010,LEO,891.3,9.337,3.937,-85.631,0.00183,584.158,15.942,5.0,2967.0,2.97,0.0,0.0,48.78,1.8
UE_011,LEO,1092.4,10.595,5.495,-84.803,0.000136,709.753,7.283,0.2,3254.1,3.64,0.0,0.0,54.23,2.18
UE_012,LEO,1517.1,-4.548,-8.148,-91.574,0.02,66.827,10.114,31.0,-3041.5,5.06,17.0,12.04,6.48,0.21
UE_013,LEO,1795.5,6.786,2.086,-86.207,0.00183,451.028,22.97,5.0,-4664.6,5.98,0.0,0.0,42.3,1.39
UE_014,LEO,1746.6,7.214,0.914,-87.093,0.00182,376.934,11.644,6.0,1916.2,5.82,0.0,0.0,38.2,1.16
UE_015,LEO,1318.7,9.216,6.516,-85.792,0.000173,797.876,20.791,1.1,-2849.8,4.4,0.0,0.0,57.81,2.46
UE_016,LEO,1008.2,11.0,4.0,-85.5,0.00113,588.963,6.721,12.0,-3792.3,3.36,0.0,0.0,49.0,1.81
UE_017,LEO,833.6,10.229,3.329,-84.886,0.00127,538.304,17.557,5.0,-1820.5,2.78,0.0,0.0,46.65,1.66
UE_018,LEO,808.2,12.264,5.764,-84.368,0.000199,732.635,19.388,0.8,-2805.4,2.69,0.0,0.0,55.18,2.25
UE_019,LEO,880.5,9.725,7.425,-86.137,0.000124,879.602,12.87,0.7,-3872.5,2.93,0.0,0.0,60.99,2.71
UE_000,LEO,823.0,6.144,-0.056,-87.928,0.056,321.982,5.486,58.0,3470.7,2.74,22.0,6.38,34.8,0.99
